Name,IC Number,Gender,Date,Time,State
Ron Latham,455-32-8803,Male,7/31/2021,9:07 PM,Penang
Barry Ingham,278-23-6702,Female,6/27/2021,8:38 PM,Pahang
Martin Steer,328-85-0521,Female,11/8/2021,3:06 PM,Penang
Henry Roberts,180-56-6504,Male,3/19/2021,12:15 AM,Selangor
Hank Riley,135-77-8314,Female,7/8/2021,6:20 PM,Sarawak
Gabriel Tennant,685-71-2157,Female,8/16/2021,10:46 AM,Selangor
Leroy Umney,826-02-6228,Female,5/20/2021,10:57 PM,Johor
Javier Malone,658-67-1535,Male,6/30/2021,9:50 PM,Perak
Noah Goodman,882-66-5247,Female,2/22/2021,6:20 PM,Perlis
Mason Waterson,307-31-6601,Female,12/26/2021,2:55 PM,Perak
Tyson Rowe,653-68-4814,Male,3/1/2021,8:20 AM,Negeri Sembilan
Russel Carter,641-72-4113,Male,12/3/2021,12:40 PM,Pahang
Alexander Oatway,527-05-1625,Male,8/21/2021,4:51 AM,Malacca
Erick Grady,012-84-0475,Female,10/3/2021,7:46 AM,Johor
Chad Rowe,752-25-4337,Male,2/28/2021,1:01 PM,Perlis
Elijah Reading,837-37-0770,Female,8/30/2021,9:42 PM,Perak
Percy Patel,765-55-5166,Female,3/30/2021,9:55 AM,Penang
Rufus Edmonds,644-66-1452,Male,7/22/2021,6:44 AM,Kedah
Julian Herbert,343-16-4347,Female,1/27/2021,2:53 AM,Negeri Sembilan
Benjamin Wright,316-13-6411,Male,1/17/2021,1:33 AM,Sabah
Henry Spencer,424-48-8517,Female,1/23/2021,4:56 PM,Selangor
Doug Kaur,550-76-6103,Male,8/13/2021,4:39 AM,Perlis
Liam Ward,208-62-4535,Male,1/23/2021,10:38 AM,Perak
Russel Shaw,454-40-8442,Female,11/25/2021,1:08 AM,Sabah
Chris Paterson,615-33-8160,Male,7/28/2021,12:08 PM,Sabah
Marvin Mitchell,261-01-5134,Male,12/15/2021,8:06 PM,Sabah
Daron Hall,272-66-4840,Male,10/6/2021,9:24 AM,Selangor
Ronald Tobin,415-42-0050,Female,6/24/2021,7:21 PM,Selangor
Wade Simpson,471-55-3846,Male,9/2/2021,4:13 PM,Perak
Hayden Carson,832-47-3450,Male,3/14/2021,9:48 AM,Kedah
Marvin Saunders,327-45-2211,Male,9/5/2021,8:07 PM,Kelantan
Jack Brooks,554-48-6223,Female,10/8/2021,10:56 AM,Kelantan
Alan Brown,804-33-4746,Female,10/13/2021,7:01 AM,Sabah
Ramon Harper,678-53-7331,Male,9/22/2021,9:06 PM,Kelantan
Clint Dubois,628-04-8318,Female,9/8/2021,2:45 PM,Perlis
Nate Webster,400-46-0138,Female,4/8/2021,9:37 PM,Selangor
Tyler Lewis,100-87-4332,Male,7/29/2021,9:30 PM,Pahang
Sebastian Yates,053-65-1461,Female,9/15/2021,12:32 AM,Penang
Danny Brett,546-23-7381,Female,1/10/2021,2:10 PM,Perlis
Daniel Snell,127-78-7188,Male,6/3/2021,4:28 PM,Negeri Sembilan
Percy Harrison,006-42-1433,Female,3/3/2021,6:24 PM,Kedah
Hank Anderson,125-27-6376,Male,12/23/2021,4:23 AM,Malacca
Danny Moreno,512-62-0880,Male,5/17/2021,1:11 AM,Perak
Tony Nelson,651-84-2850,Female,3/25/2021,8:30 AM,Terengganu
Russel Clark,515-73-2401,Female,5/18/2021,1:45 AM,Johor
Ronald Adams,011-40-2666,Male,8/17/2021,1:06 PM,Sarawak
Nick Norburn,737-85-5426,Female,12/22/2021,10:24 AM,Pahang
Abdul Gavin,436-84-7145,Male,10/7/2021,6:32 AM,Negeri Sembilan
Barry Todd,815-27-4316,Male,1/8/2021,2:01 AM,Terengganu
Nicholas Salt,081-88-3317,Male,4/30/2021,2:38 AM,Kedah
Enoch Stone ,886-75-8614,Male,11/9/2021,10:19 AM,Sabah
Bart Roth,786-12-6683,Female,5/10/2021,10:04 AM,Negeri Sembilan
Owen Howard,244-52-6852,Female,5/1/2021,1:40 AM,Sarawak
Carter Gilbert,174-31-6282,Female,9/10/2021,5:29 AM,Malacca
Alexander Morley,060-70-0833,Male,3/9/2021,10:18 PM,Terengganu
Benjamin Button,025-23-5471,Male,3/8/2021,10:31 AM,Sabah
Denny Bryant,744-61-3721,Male,1/30/2021,8:28 AM,Kedah
Tyson Stark,150-58-0446,Male,4/3/2021,2:37 AM,Johor
Boris Price,850-71-1600,Female,3/27/2021,11:04 AM,Johor
Nicholas Holmes,377-84-6527,Male,4/2/2021,8:43 PM,Sarawak
Abdul Woodley,650-30-4855,Female,11/14/2021,6:55 AM,Malacca
Carl Ring,188-20-4752,Male,7/5/2021,6:35 PM,Sarawak
Owen Chapman,253-21-5257,Male,5/26/2021,12:05 AM,Perak
Tony Leslie,223-74-7442,Male,3/18/2021,1:57 PM,Sarawak
Michael Saunders,440-86-1664,Male,2/22/2021,12:24 AM,Selangor
Denis Reynolds,471-13-5231,Female,4/13/2021,5:55 AM,Selangor
Enoch Walter,770-85-7055,Female,12/25/2021,9:45 PM,Perlis
Lucas Jenkin,307-85-3464,Female,3/10/2021,2:09 AM,Perak
Maxwell Coll,402-81-5121,Female,12/28/2021,4:03 AM,Negeri Sembilan
Benjamin Ring,017-53-3575,Female,12/1/2021,1:01 PM,Terengganu
Leroy Mcleod,261-61-2280,Female,3/12/2021,11:15 AM,Johor
Michael Andersson,460-17-4650,Female,10/26/2021,1:54 PM,Sabah
Domenic Ballard,466-54-3006,Female,6/9/2021,2:32 AM,Johor
Clint Cattell,023-15-6383,Male,2/20/2021,8:30 AM,Penang
Martin Abbey,203-54-8443,Female,5/31/2021,8:25 AM,Perak
Phillip Dickson,382-42-6860,Female,7/14/2021,10:32 PM,Penang
Noah Hill,856-20-5480,Female,7/4/2021,1:06 AM,Kedah
Oliver Bailey,387-07-5238,Female,12/11/2021,1:16 PM,Selangor
Jack Larkin,840-83-8083,Male,6/16/2021,7:15 PM,Sarawak
Javier Olivier,155-15-3647,Male,3/3/2021,7:06 PM,Sarawak
Alan Darcy,484-40-7660,Male,1/29/2021,10:40 AM,Perlis
Bryon York,562-16-2181,Male,5/13/2021,1:44 AM,Selangor
Roger Evans,720-87-5533,Male,1/20/2021,4:20 AM,Sabah
Peter Selby,716-38-0138,Female,2/3/2021,4:13 AM,Terengganu
Rick Fisher,682-01-8373,Female,11/10/2021,8:32 AM,Penang
Lucas Powell,458-53-8701,Female,1/12/2021,9:17 AM,Pahang
Enoch Leigh,482-55-8276,Female,1/13/2021,8:23 AM,Negeri Sembilan
Bob Carson,277-68-7882,Female,6/15/2021,4:00 PM,Sarawak
Ryan Nicholls,328-54-7708,Female,3/13/2021,9:52 AM,Sabah
Domenic Dempsey,305-51-2553,Female,11/3/2021,7:06 PM,Sabah
William Foxley,382-37-6421,Female,12/17/2021,9:03 AM,Perlis
Elijah Carter,423-28-3557,Male,3/20/2021,7:11 AM,Kelantan
Carl Cattell,267-62-7330,Male,4/18/2021,8:06 PM,Sabah
Doug Stone,376-73-8007,Male,2/4/2021,10:30 AM,Sarawak
Sebastian Truscott,628-43-2430,Male,2/10/2021,3:56 AM,Sabah
Daron Hunt,101-63-4135,Female,11/17/2021,7:16 PM,Sarawak
Caleb Wright,638-85-3534,Male,9/1/2021,4:47 PM,Penang
Nate Windsor,442-38-2226,Female,2/9/2021,5:47 AM,Sabah
Aiden Anderson,031-76-0404,Male,1/21/2021,5:29 PM,Selangor
Tyson Yarlett,775-11-1448,Male,7/11/2021,12:38 AM,Terengganu
Enoch Patel,100-58-1742,Female,1/24/2021,2:36 PM,Sabah
Chuck Baker,444-27-7667,Female,11/15/2021,11:33 AM,Malacca
Mason Rodgers,624-67-2530,Male,4/22/2021,12:15 PM,Pahang
Henry Kennedy,451-31-4510,Male,11/26/2021,1:32 AM,Penang
Henry Jarvis,775-72-8282,Male,9/11/2021,6:20 AM,Sarawak
Ronald Bullock,833-40-8246,Female,10/15/2021,2:34 PM,Johor
Nate Yard,611-62-5471,Female,9/18/2021,3:21 AM,Kedah
William Addison,588-58-5056,Female,4/13/2021,4:44 AM,Terengganu
Erick Lane,480-82-7141,Female,7/1/2021,6:08 AM,Sarawak
Chad Rainford,353-30-5285,Male,8/28/2021,7:38 PM,Perlis
Harvey Harrison,487-33-0885,Male,5/22/2021,2:31 PM,Perlis
Tom Woodcock,527-07-0244,Male,3/26/2021,2:02 PM,Johor
John Price,012-72-8611,Female,7/2/2021,9:15 PM,Terengganu
Joseph Tate,151-65-1584,Male,10/1/2021,1:12 PM,Sarawak
Bob Palmer,316-62-8067,Female,7/2/2021,2:08 AM,Kelantan
Percy Norman,586-12-3430,Female,11/27/2021,9:56 AM,Malacca
Bob Palmer,642-16-6540,Female,4/12/2021,10:34 PM,Johor
Rufus White,685-24-1061,Female,7/21/2021,11:02 AM,Johor
Josh Waterson,835-70-0243,Male,9/5/2021,3:49 PM,Pahang
Phillip Larkin,726-71-7644,Female,11/27/2021,10:30 PM,Perak
Abdul Crawley,707-48-8871,Female,2/14/2021,8:56 PM,Sabah
Michael Alcroft,706-34-2062,Male,5/28/2021,7:17 PM,Perak
Boris Lakey,307-32-5305,Female,12/5/2021,2:07 AM,Malacca
Cedrick Jordan,756-35-0705,Female,5/11/2021,10:01 PM,Perlis
Ron Olivier,614-52-0261,Female,2/17/2021,1:02 AM,Terengganu
Harry Harris,885-38-4810,Male,2/19/2021,5:40 AM,Terengganu
Rufus Bolton,482-87-0588,Male,12/26/2021,8:14 PM,Perak
Daron Wood,048-58-3873,Female,8/12/2021,7:27 AM,Perak
Tyson Nicholls,161-18-2233,Male,6/5/2021,5:19 AM,Penang
Oliver Corbett,513-88-3247,Female,1/23/2021,7:28 PM,Negeri Sembilan
Matthew Reading,821-70-0511,Male,11/5/2021,5:08 PM,Penang
Kieth Neville,573-21-3537,Male,7/16/2021,4:06 AM,Penang
Mason Clarkson,581-03-4203,Male,4/3/2021,6:32 PM,Perlis
Anthony Harris,242-84-7550,Male,6/28/2021,3:16 AM,Malacca
Nate Talbot,452-08-3434,Female,9/25/2021,8:05 PM,Terengganu
Martin Ogilvy,206-33-2462,Male,9/7/2021,12:50 AM,Kedah
Hank Ianson,406-55-6521,Male,4/1/2021,11:40 AM,Johor
Kieth Mooney,200-02-4472,Female,5/6/2021,12:47 AM,Perlis
Cedrick Woods,003-85-5141,Male,2/21/2021,4:31 PM,Sarawak
Matt Fields,848-25-3647,Male,8/26/2021,2:10 PM,Selangor
Bryon Lindop,041-26-5822,Female,5/28/2021,12:38 PM,Negeri Sembilan
Michael Vallins,204-02-0003,Male,3/20/2021,4:57 PM,Perak
Fred Martin,542-21-0404,Female,9/16/2021,4:11 PM,Malacca
Anthony Bullock,871-10-2376,Male,6/11/2021,5:49 AM,Perak
Clint Vallins,774-85-1586,Female,3/9/2021,1:02 AM,Sarawak
Tyler Torres,752-85-1843,Male,8/23/2021,3:17 PM,Perak
Rocco Broomfield,872-07-8817,Female,2/8/2021,5:54 AM,Pahang
Danny Allen,374-26-5436,Male,9/23/2021,12:53 AM,Malacca
Ramon Emmott,554-84-0833,Female,2/11/2021,4:42 PM,Penang
Domenic Tindall,013-22-0320,Female,11/2/2021,12:21 AM,Johor
Benjamin Callan,325-10-3621,Male,10/19/2021,3:43 AM,Johor
Aiden Johnson,312-30-5663,Male,11/10/2021,5:07 PM,Sabah
Owen Miller,750-16-3675,Female,6/15/2021,7:42 AM,Perak
Kieth Andrews,778-75-7535,Female,5/23/2021,5:14 AM,Terengganu
Ronald Rose,663-51-6633,Male,11/22/2021,2:19 AM,Sarawak
Elijah Weatcroft,010-24-4504,Female,6/11/2021,12:09 PM,Penang
Erick Morrison,154-17-4618,Female,10/14/2021,7:22 AM,Sarawak
Chester Turner,864-56-8651,Male,5/21/2021,1:04 PM,Perlis
Alexander Ward,535-12-3417,Female,12/10/2021,1:31 AM,Kedah
Henry Purvis,633-38-8862,Female,3/30/2021,6:27 PM,Selangor
Marvin Franks,303-67-4544,Male,5/1/2021,5:47 AM,Sarawak
Michael Gordon,446-22-8620,Male,2/7/2021,10:37 PM,Johor
Chadwick Lee,668-58-5145,Male,1/9/2021,5:25 PM,Perlis
Carter Ainsworth,452-71-4621,Male,2/23/2021,6:45 PM,Kelantan
Clint Hunter,350-32-4611,Female,9/13/2021,3:43 PM,Terengganu
Russel Hudson,477-37-1685,Male,4/23/2021,3:28 AM,Terengganu
Anthony Michael,864-61-4500,Female,4/2/2021,4:55 AM,Kelantan
William Ainsworth,413-03-1142,Male,1/26/2021,9:39 AM,Sarawak
Barney Yarwood,570-30-1184,Female,9/21/2021,1:42 AM,Perak
Russel Garner,661-42-3562,Female,8/16/2021,7:39 AM,Penang
William Evans,623-53-0638,Female,5/17/2021,8:47 PM,Sabah
George Miller,260-83-4060,Male,4/4/2021,7:57 PM,Negeri Sembilan
Carter James,282-21-0247,Male,4/24/2021,5:35 AM,Negeri Sembilan
Harry Greenwood,841-13-7607,Male,5/22/2021,7:39 PM,Sarawak
Erick Dunbar,188-84-5753,Female,10/17/2021,2:06 AM,Terengganu
George Redden,058-75-4638,Female,1/9/2021,4:14 AM,Perak
Manuel Yang,405-20-4365,Male,5/5/2021,12:07 AM,Perlis
Marvin Gilbert,316-43-6887,Female,12/12/2021,7:30 AM,Selangor
Nathan Lane,316-44-5111,Female,2/11/2021,6:45 PM,Sarawak
Tyson Stone,643-47-4765,Male,2/25/2021,2:00 AM,Perak
Julian Clark,607-86-5546,Male,2/18/2021,6:58 AM,Negeri Sembilan
Denny Zaoui,458-86-8866,Male,10/1/2021,12:32 PM,Perak
Barry Mason,730-75-3270,Female,1/1/2021,8:02 PM,Selangor
Julius Larkin,883-28-5163,Male,2/10/2021,9:09 PM,Terengganu
Ron Walker,676-35-7064,Male,5/15/2021,2:32 PM,Terengganu
Bart Latham,558-20-4188,Female,1/11/2021,2:53 PM,Malacca
Javier Vaughn,826-57-7725,Male,10/29/2021,7:06 PM,Sarawak
Hayden Oakley,533-45-6105,Male,11/26/2021,3:36 AM,Kedah
Denny Fleming,241-38-0067,Female,7/7/2021,9:05 AM,Pahang
Owen Lewis,888-67-4664,Female,8/12/2021,3:08 AM,Sabah
David Victor,763-56-2464,Male,8/10/2021,6:36 AM,Kelantan
Nathan Lindsay,238-71-8828,Male,6/2/2021,12:09 PM,Sabah
Hank Morrison,830-77-0374,Female,3/25/2021,11:47 AM,Penang
Bob Woodcock,521-12-1264,Male,3/21/2021,8:57 PM,Pahang
Logan Bentley,311-77-5703,Female,11/23/2021,6:37 PM,Malacca
Chester Dwyer,030-40-1457,Female,5/16/2021,12:20 AM,Johor
Jacob Weldon,142-45-0603,Female,2/13/2021,4:17 AM,Kelantan
Luke Parsons,424-63-1172,Female,4/20/2021,3:57 PM,Pahang
Boris Thomson,432-47-6270,Male,1/17/2021,6:49 PM,Malacca
Ryan Lee,067-57-4742,Female,5/15/2021,6:11 AM,Selangor
Josh Roberts,142-71-2581,Female,5/5/2021,10:50 AM,Pahang
Domenic Vince,626-23-5345,Female,4/30/2021,12:48 PM,Negeri Sembilan
Barry Roman,100-45-5073,Female,2/23/2021,1:32 PM,Perak
Barry Shepherd,460-40-5570,Female,3/11/2021,2:44 PM,Negeri Sembilan
Denny Rixon,281-15-3882,Female,5/15/2021,12:02 AM,Perak
Russel Bishop,248-28-8887,Male,10/6/2021,7:15 PM,Negeri Sembilan
Johnathan Underhill,627-14-7856,Male,12/18/2021,5:52 AM,Selangor
Kieth Richardson,465-14-4516,Female,10/19/2021,3:07 AM,Pahang
Chuck Clarke,007-88-2253,Female,10/20/2021,5:02 AM,Penang
Chadwick Hopkinson,871-15-3206,Male,4/29/2021,6:10 PM,Penang
Jayden Cooper,348-02-2580,Female,9/16/2021,2:48 PM,Kedah
Ronald Mccormick,534-60-8737,Male,2/20/2021,3:05 AM,Selangor
Danny Mason,685-38-1313,Female,6/5/2021,11:22 AM,Pahang
Julian Vaughan,285-48-5046,Male,8/29/2021,7:15 PM,Negeri Sembilan
Peter Oldfield,406-77-6056,Female,10/16/2021,1:51 AM,Selangor
Nathan Harrison,546-86-7751,Female,9/3/2021,7:43 PM,Kedah
Chuck Calderwood,057-25-4373,Female,2/3/2021,9:47 PM,Sarawak
Hank Nielson,521-64-6111,Male,9/14/2021,8:39 PM,Johor
Caleb Coll,675-16-7288,Female,1/1/2021,5:34 PM,Perak
Maxwell Jeffery,233-66-2601,Male,7/9/2021,12:34 PM,Perlis
Liam Hale,156-50-1510,Male,8/11/2021,4:27 AM,Selangor
George Boyle,724-16-5618,Male,11/17/2021,3:05 PM,Malacca
Gil Underhill,088-28-2131,Male,4/11/2021,5:27 AM,Penang
Cedrick Morris,056-07-4443,Male,7/4/2021,1:47 PM,Pahang
Logan Chapman,755-08-5345,Male,7/25/2021,4:19 AM,Negeri Sembilan
Rick Calderwood,646-73-6055,Female,3/13/2021,2:58 AM,Malacca
Javier Lindsay,608-20-6034,Male,7/8/2021,7:10 PM,Johor
Daron May,853-78-6202,Female,12/7/2021,7:29 PM,Malacca
Gil Dunbar,106-38-0827,Male,12/14/2021,1:28 PM,Sabah
Enoch Denton,135-42-1606,Female,12/29/2021,3:29 PM,Pahang
Mark Stewart,478-54-1820,Female,12/2/2021,2:48 AM,Sabah
Alan Emmott,118-56-8778,Female,5/4/2021,1:54 PM,Negeri Sembilan
Enoch Davies,680-85-7056,Male,9/8/2021,12:57 AM,Johor
Percy Richards,005-73-3047,Male,1/26/2021,8:39 PM,Kedah
Harvey Skinner,285-30-2758,Female,9/5/2021,11:08 AM,Perak
Eduardo Wright,725-58-8412,Male,1/8/2021,9:22 PM,Sarawak
Brad Jefferson,883-71-7434,Female,10/12/2021,12:49 AM,Penang
Denny Long,525-32-7656,Female,5/5/2021,5:46 AM,Malacca
Kieth Bowen,772-38-2384,Female,9/21/2021,4:25 PM,Penang
Boris Ring,673-18-5270,Female,4/6/2021,9:55 AM,Negeri Sembilan
Jayden Paterson,275-66-5643,Male,2/28/2021,6:12 PM,Negeri Sembilan
Tony Kirby,464-47-3224,Female,4/28/2021,6:26 PM,Terengganu
Logan Hunt,640-06-7356,Female,12/17/2021,3:12 AM,Selangor
Nick Poulton,727-76-4086,Female,8/11/2021,8:25 AM,Selangor
Alexander Rixon,613-25-7752,Male,11/27/2021,6:17 AM,Kelantan
Domenic Lakey,853-57-8776,Female,7/5/2021,10:29 AM,Perak
Tony Anderson,436-35-8001,Male,4/18/2021,12:41 AM,Perlis
Ramon Reid,433-45-7177,Female,8/19/2021,2:09 PM,Perlis
Josh Weldon,581-13-2447,Female,11/14/2021,7:55 AM,Negeri Sembilan
Manuel Richardson,315-16-3234,Female,10/4/2021,4:18 AM,Kedah
Oliver Anderson,836-07-3232,Female,12/6/2021,12:00 PM,Negeri Sembilan
Brad Steer,261-02-2515,Male,8/20/2021,8:04 PM,Pahang
Gabriel Rust,247-06-4552,Male,7/30/2021,2:03 PM,Perlis
Mason Craig,532-63-8058,Female,11/28/2021,6:57 AM,Penang
Daniel Robertson,220-86-5020,Female,11/22/2021,12:18 PM,Pahang
Benjamin Mackenzie,356-01-6330,Male,5/27/2021,5:50 AM,Johor
Ramon Wilton,850-72-2166,Male,2/2/2021,8:48 AM,Perak
Julius Hilton,824-51-3024,Male,5/6/2021,2:12 PM,Perak
Maxwell James,382-41-3370,Female,5/25/2021,12:15 PM,Perak
Henry Dillon,136-58-4565,Male,5/20/2021,4:10 AM,Perak
Matthew Todd,368-30-4618,Female,8/12/2021,1:46 PM,Selangor
Matthew Barrett,320-72-3030,Female,11/15/2021,6:19 PM,Malacca
Liam Gosling,586-31-3653,Female,2/4/2021,9:31 PM,Kedah
Danny Stone,756-71-3864,Female,12/11/2021,5:26 AM,Kelantan
Leroy Kennedy,647-26-7177,Female,11/21/2021,12:32 AM,Kedah
Hayden Walton,831-17-1160,Female,1/5/2021,10:29 PM,Kedah
Abdul Mann,520-65-8818,Male,1/28/2021,2:09 PM,Negeri Sembilan
Ramon Miller,627-67-5200,Female,6/7/2021,2:26 AM,Johor
Maxwell Connell,158-01-3022,Female,12/12/2021,3:57 AM,Malacca
Danny Johnson,755-28-4046,Female,5/10/2021,9:38 PM,Penang
Sebastian Dixon,674-21-3084,Female,12/8/2021,6:46 AM,Johor
Doug Ellis,505-80-3222,Male,1/9/2021,3:57 AM,Johor
Doug Irving,223-23-1757,Female,6/3/2021,8:18 PM,Kedah
Rocco Powell,118-08-2017,Female,9/14/2021,4:41 AM,Sarawak
Jack Saunders,455-14-0025,Female,3/19/2021,11:14 AM,Negeri Sembilan
Julian Sinclair,016-26-6865,Male,9/30/2021,7:51 AM,Kelantan
Bart Ulyatt,164-72-2764,Female,3/24/2021,8:52 PM,Kedah
Barney Pearce,014-67-3413,Male,10/3/2021,5:25 AM,Johor
Marvin Brett,124-60-2038,Male,12/9/2021,12:05 AM,Perak
Chadwick Emerson,024-03-4153,Female,10/26/2021,9:03 PM,Johor
Domenic Stone,317-62-7613,Female,8/4/2021,1:39 AM,Negeri Sembilan
Josh Evans,451-87-1600,Male,9/14/2021,3:16 PM,Sabah
Jack Yang,002-18-7083,Female,6/3/2021,4:43 PM,Terengganu
William Carter,227-77-3633,Male,12/27/2021,8:49 PM,Johor
Johnathan Driscoll,552-46-7684,Male,3/6/2021,7:19 AM,Penang
Daron Morris,043-05-3778,Male,3/1/2021,1:21 PM,Malacca
Anthony Ellwood,707-08-5744,Male,1/2/2021,7:22 PM,Perak
Hayden Murphy,580-03-0068,Female,10/21/2021,2:00 PM,Selangor
David Brennan,371-82-0468,Female,3/9/2021,6:58 PM,Sarawak
Johnathan Potts,471-05-3523,Female,8/30/2021,7:06 PM,Penang
Michael Parker,885-27-8370,Female,3/4/2021,10:54 PM,Selangor
Cedrick Addison,554-23-8087,Female,7/23/2021,1:44 PM,Pahang
Brad Lynn,334-33-3881,Female,5/18/2021,2:56 AM,Kelantan
Nate Addis,155-25-2231,Male,3/3/2021,12:56 AM,Sabah
Bart Lindsay,681-43-1347,Male,6/17/2021,8:05 PM,Johor
Fred Flanders,061-03-1108,Male,6/1/2021,9:44 AM,Perlis
Josh Cartwright,326-64-0517,Female,7/17/2021,10:29 PM,Johor
Alan Sanchez,700-56-6833,Male,11/23/2021,11:17 AM,Kelantan
Harry Vincent,127-82-7542,Female,2/9/2021,3:05 PM,Terengganu
Owen Clifton,455-48-8641,Male,12/27/2021,3:38 AM,Selangor
Mark Clark,027-10-1171,Male,9/4/2021,5:27 AM,Malacca
Daniel Parker,011-08-7443,Female,7/19/2021,7:19 PM,Perak
Benny Matthews,802-62-0081,Male,11/15/2021,3:09 PM,Kedah
Oliver Tobin,661-53-1231,Female,3/15/2021,6:18 PM,Sarawak
Nick Lloyd,216-86-3211,Female,6/5/2021,4:06 AM,Perlis
Mike Saunders,066-05-8077,Male,7/15/2021,10:36 AM,Pahang
Ramon Poulton,866-30-7551,Female,11/29/2021,12:55 AM,Perlis
Brad Phillips,217-74-6664,Male,1/22/2021,8:37 PM,Sarawak
Jacob Parr,565-47-2246,Female,5/27/2021,8:33 PM,Negeri Sembilan
Noah Hood,647-75-1302,Male,4/5/2021,6:21 AM,Malacca
Clint Marshall,755-04-3400,Female,1/19/2021,5:34 PM,Selangor
Manuel Janes,301-77-8051,Male,8/27/2021,4:46 AM,Perlis
Tom Flack,231-36-6246,Female,4/20/2021,11:14 AM,Sarawak
Chadwick Villiger,713-06-8257,Female,5/30/2021,9:24 PM,Kelantan
Rocco Ellery,333-66-4364,Male,4/21/2021,6:20 PM,Perlis
Ronald Dixon,817-65-2757,Male,3/14/2021,12:20 AM,Malacca
Erick Hood,280-24-7310,Female,6/21/2021,10:56 AM,Selangor
Logan Flack,650-03-8468,Male,4/5/2021,5:25 PM,Kedah
Jack Edmonds,656-60-0553,Female,4/11/2021,12:16 AM,Terengganu
Anthony Stone ,011-51-6864,Male,9/28/2021,8:19 AM,Kelantan
Noah Larsen,588-82-2861,Male,8/4/2021,11:06 AM,Selangor
Owen Reyes,704-01-4258,Male,12/29/2021,5:37 AM,Kedah
Carter Tyrrell,381-64-2472,Female,7/30/2021,10:54 AM,Negeri Sembilan
Julius Jordan,225-38-1224,Female,11/4/2021,8:22 AM,Malacca
Mike Rehman,623-77-6266,Male,10/9/2021,12:15 PM,Johor
Maxwell Rosenbloom,646-42-2704,Female,6/19/2021,4:37 AM,Kelantan
Henry Freeburn,600-41-3471,Male,2/14/2021,3:15 PM,Penang
Peter Vallory,142-33-5535,Male,8/15/2021,3:03 PM,Selangor
Bryon Ebden,323-21-4243,Male,1/7/2021,5:08 PM,Perlis
Mike Wills,464-41-8201,Female,7/31/2021,10:01 PM,Negeri Sembilan
Chadwick Doherty,275-42-3788,Female,2/20/2021,7:50 PM,Sarawak
Gabriel Griffiths,113-43-7371,Male,9/4/2021,8:55 PM,Sarawak
Tyson Dwyer,203-55-7411,Male,6/23/2021,3:03 AM,Sarawak
Lucas Terry,664-12-6788,Male,1/24/2021,10:52 PM,Kelantan
Josh Aldridge,831-01-1167,Male,11/25/2021,10:25 PM,Perlis
Joseph Mason,213-60-2511,Male,9/6/2021,6:03 AM,Kedah
Rick Craig,001-53-2504,Male,10/4/2021,6:20 PM,Johor
Rick Rosenbloom,671-45-6163,Male,8/31/2021,5:08 AM,Johor
Noah Hepburn,678-38-0046,Male,8/3/2021,9:04 PM,Terengganu
Bob Redfern,080-84-4141,Female,1/11/2021,6:06 AM,Johor
Henry Nayler,520-13-7820,Male,4/28/2021,7:23 PM,Sarawak
Hayden Emmett,455-22-3158,Female,11/21/2021,12:49 AM,Kedah
Jayden Ianson,146-34-3046,Female,3/9/2021,11:49 AM,Malacca
Ron Lane,063-87-1174,Female,10/9/2021,7:56 PM,Malacca
Percy Shaw,206-26-2840,Female,4/12/2021,6:25 AM,Pahang
Daniel Turner,173-55-6557,Male,5/28/2021,4:38 PM,Kedah
Wade Jackson,424-81-3254,Female,12/3/2021,6:36 AM,Kelantan
Daron Sloan,157-00-1157,Male,3/11/2021,9:39 PM,Johor
Nathan Coleman,344-38-6330,Male,5/15/2021,2:54 PM,Perlis
Carl Taylor,616-41-4538,Female,3/9/2021,9:40 AM,Terengganu
Boris Ross,677-67-1826,Male,3/17/2021,5:49 PM,Sarawak
Matthew Farmer,001-06-5422,Male,9/7/2021,8:44 PM,Sabah
Danny Anderson,148-55-1757,Male,4/5/2021,2:44 PM,Perlis
Peter Nicolas,424-71-5870,Female,11/17/2021,4:20 AM,Terengganu
Phillip Bryant,363-37-2420,Female,10/28/2021,10:45 AM,Negeri Sembilan
Manuel Tindall,683-81-7333,Male,1/8/2021,2:28 AM,Sabah
Rufus Pearson,000-78-1165,Male,11/27/2021,1:26 AM,Negeri Sembilan
Carl Lambert,527-34-5632,Female,4/25/2021,7:07 AM,Negeri Sembilan
Marvin Trent,730-06-4800,Male,10/5/2021,5:23 AM,Negeri Sembilan
Rufus Wilton,245-44-8662,Male,10/29/2021,4:23 PM,Selangor
Erick Richardson,234-84-2106,Female,2/14/2021,11:33 AM,Sarawak
Carl Phillips,628-34-5640,Male,5/30/2021,12:27 AM,Sarawak
Harry Edley,566-28-2117,Female,8/24/2021,2:33 PM,Kelantan
Luke Malone,606-81-4540,Male,10/1/2021,5:04 AM,Perlis
Rick Gray,116-00-4038,Female,2/28/2021,10:22 PM,Selangor
Rufus Knight,628-12-3434,Female,3/18/2021,9:55 PM,Sabah
Michael Hardwick,125-34-2826,Male,7/28/2021,7:50 PM,Sarawak
George Murray,358-38-3504,Male,11/10/2021,7:48 AM,Pahang
Rick Reynolds,735-64-0000,Male,9/26/2021,2:56 PM,Penang
Brad Hall,236-10-8050,Male,2/18/2021,7:40 AM,Sabah
Rick Adams,321-85-6157,Female,2/18/2021,9:32 PM,Terengganu
